sum,mse,linear,1,,,0.5147505094402771
sum,r2,linear,1,,,-0.9844385863950571
sum,pcc,linear,1,,,-0.03756336839121951
sum,mse,poly,1,,2,0.36083112775900406
sum,r2,poly,1,,2,-0.5353895294106004
sum,pcc,poly,1,,2,-0.2265454118887477
sum,mse,poly,10,,2,0.4719844152022755
sum,r2,poly,10,,2,-0.9472615549995471
sum,pcc,poly,10,,2,-0.057895025901433986
sum,mse,poly,100,,2,1.3164905505008815
sum,r2,poly,100,,2,-5.459792356843145
sum,pcc,poly,100,,2,-0.0852209626745651
sum,mse,poly,1,,3,0.6956789094781592
sum,r2,poly,1,,3,-2.5106699005374478
sum,pcc,poly,1,,3,-0.19433008725009293
sum,mse,poly,10,,3,0.6763218882680915
sum,r2,poly,10,,3,-2.1235905545824743
sum,pcc,poly,10,,3,-0.09370167005827237
sum,mse,poly,100,,3,3.65992773235149
sum,r2,poly,100,,3,-18.67716532054526
sum,pcc,poly,100,,3,-0.13952058453043062
sum,mse,rbf,1,0.01,,0.30196991167281584
sum,r2,rbf,1,0.01,,-0.14862520347443242
sum,pcc,rbf,1,0.01,,0.07646901164983282
sum,mse,rbf,10,0.01,,0.33665315338720425
sum,r2,rbf,10,0.01,,-0.2675456931218303
sum,pcc,rbf,10,0.01,,0.08774318223829168
sum,mse,rbf,100,0.01,,0.33665315338720425
sum,r2,rbf,100,0.01,,-0.2675456931218303
sum,pcc,rbf,100,0.01,,0.08774318223829168
sum,mse,rbf,1,0.1,,0.27736241193951905
sum,r2,rbf,1,0.1,,-0.0713116746017914
sum,pcc,rbf,1,0.1,,0.17224985798612927
sum,mse,rbf,10,0.1,,0.2775209524505581
sum,r2,rbf,10,0.1,,-0.07231006077211485
sum,pcc,rbf,10,0.1,,0.1619894301124122
sum,mse,rbf,100,0.1,,0.2775209524505581
sum,r2,rbf,100,0.1,,-0.07231006077211485
sum,pcc,rbf,100,0.1,,0.1619894301124122
sum,mse,rbf,1,1,,0.28208855462649873
sum,r2,rbf,1,1,,-0.08364868975607084
sum,pcc,rbf,1,1,,0.12224867154088141
sum,mse,rbf,10,1,,0.28248658452489417
sum,r2,rbf,10,1,,-0.08552575536983975
sum,pcc,rbf,10,1,,0.12341008660208237
sum,mse,rbf,100,1,,0.28248658452489417
sum,r2,rbf,100,1,,-0.08552575536983975
sum,pcc,rbf,100,1,,0.12341008660208237
sum,mse,rbf,1,10,,0.28208855997418614
sum,r2,rbf,1,10,,-0.08364868160546512
sum,pcc,rbf,1,10,,nan
sum,mse,rbf,10,10,,0.28248658965716866
sum,r2,rbf,10,10,,-0.08552574613853539
sum,pcc,rbf,10,10,,nan
sum,mse,rbf,100,10,,0.28248658965716866
sum,r2,rbf,100,10,,-0.08552574613853539
sum,pcc,rbf,100,10,,nan
max,mse,linear,1,,,0.46214050532843
max,r2,linear,1,,,-0.9957641017616649
max,pcc,linear,1,,,-0.21123376320766707
max,mse,poly,1,,2,0.46148038161691185
max,r2,poly,1,,2,-1.057045140872948
max,pcc,poly,1,,2,-0.2346708329093068
max,mse,poly,10,,2,0.4968548445663318
max,r2,poly,10,,2,-1.2692890464147524
max,pcc,poly,10,,2,-0.21788323141655042
max,mse,poly,100,,2,0.4968548445663318
max,r2,poly,100,,2,-1.2692890464147524
max,pcc,poly,100,,2,-0.21788323141655042
max,mse,poly,1,,3,0.530991442573787
max,r2,poly,1,,3,-1.5010275151125312
max,pcc,poly,1,,3,-0.19527805124588998
max,mse,poly,10,,3,0.5312344945209679
max,r2,poly,10,,3,-1.501930658295095
max,pcc,poly,10,,3,-0.19522638588219174
max,mse,poly,100,,3,0.5312344945209679
max,r2,poly,100,,3,-1.501930658295095
max,pcc,poly,100,,3,-0.19522638588219174
max,mse,rbf,1,0.01,,0.2858344608524306
max,r2,rbf,1,0.01,,-0.10231505447189629
max,pcc,rbf,1,0.01,,0.06077339857680353
max,mse,rbf,10,0.01,,0.3108488214505232
max,r2,rbf,10,0.01,,-0.2364692833919478
max,pcc,rbf,10,0.01,,-0.10203797538822953
max,mse,rbf,100,0.01,,0.48471417437341735
max,r2,rbf,100,0.01,,-1.1596913262108377
max,pcc,rbf,100,0.01,,-0.21687466355168755
max,mse,rbf,1,0.1,,0.2982266773145916
max,r2,rbf,1,0.1,,-0.17172518491465
max,pcc,rbf,1,0.1,,-0.09066507639774045
max,mse,rbf,10,0.1,,0.3794333945930502
max,r2,rbf,10,0.1,,-0.6117670286873612
max,pcc,rbf,10,0.1,,-0.16755927393274453
max,mse,rbf,100,0.1,,0.3794333945930502
max,r2,rbf,100,0.1,,-0.6117670286873612
max,pcc,rbf,100,0.1,,-0.16755927393274453
max,mse,rbf,1,1,,0.2924527551694845
max,r2,rbf,1,1,,-0.13285689477331863
max,pcc,rbf,1,1,,-0.1770545948126146
max,mse,rbf,10,1,,0.2921414166924513
max,r2,rbf,10,1,,-0.1308155788915463
max,pcc,rbf,10,1,,-0.15794174549303347
max,mse,rbf,100,1,,0.2921414166924513
max,r2,rbf,100,1,,-0.1308155788915463
max,pcc,rbf,100,1,,-0.15794174549303347
max,mse,rbf,1,10,,0.2820885592281625
max,r2,rbf,1,10,,-0.08364867946430313
max,pcc,rbf,1,10,,0.14478812217635678
max,mse,rbf,10,10,,0.28248658886826017
max,r2,rbf,10,10,,-0.08552574384400091
max,pcc,rbf,10,10,,0.1436355927873043
max,mse,rbf,100,10,,0.28248658886826017
max,r2,rbf,100,10,,-0.08552574384400091
max,pcc,rbf,100,10,,0.1436355927873043
min,mse,linear,1,,,0.4180973633712338
min,r2,linear,1,,,-0.6033683128449054
min,pcc,linear,1,,,-0.13276045034916156
min,mse,poly,1,,2,0.402217848388568
min,r2,poly,1,,2,-0.5518825489125211
min,pcc,poly,1,,2,-0.15607834977881133
min,mse,poly,10,,2,0.4060229403380059
min,r2,poly,10,,2,-0.5631647438002687
min,pcc,poly,10,,2,-0.08289834055647557
min,mse,poly,100,,2,0.4060229403380059
min,r2,poly,100,,2,-0.5631647438002687
min,pcc,poly,100,,2,-0.08289834055647557
min,mse,poly,1,,3,0.4060905799390202
min,r2,poly,1,,3,-0.5796889639516319
min,pcc,poly,1,,3,-0.05018385472027983
min,mse,poly,10,,3,0.40589381789370005
min,r2,poly,10,,3,-0.5787221499651473
min,pcc,poly,10,,3,-0.04861153283273047
min,mse,poly,100,,3,0.40589381789370005
min,r2,poly,100,,3,-0.5787221499651473
min,pcc,poly,100,,3,-0.04861153283273047
min,mse,rbf,1,0.01,,0.28655653856766544
min,r2,rbf,1,0.01,,-0.09520378638072782
min,pcc,rbf,1,0.01,,0.07335121853946942
min,mse,rbf,10,0.01,,0.3142789402466778
min,r2,rbf,10,0.01,,-0.17667682474668567
min,pcc,rbf,10,0.01,,-0.06206434575183206
min,mse,rbf,100,0.01,,0.4197363556764496
min,r2,rbf,100,0.01,,-0.6281901283131301
min,pcc,rbf,100,0.01,,-0.10640490003688038
min,mse,rbf,1,0.1,,0.3046600402779827
min,r2,rbf,1,0.1,,-0.1520770625920262
min,pcc,rbf,1,0.1,,-0.08524132413288496
min,mse,rbf,10,0.1,,0.36021507113610596
min,r2,rbf,10,0.1,,-0.3829622737746529
min,pcc,rbf,10,0.1,,-0.07563361569457393
min,mse,rbf,100,0.1,,0.36021507113610596
min,r2,rbf,100,0.1,,-0.3829622737746529
min,pcc,rbf,100,0.1,,-0.07563361569457393
min,mse,rbf,1,1,,0.2942154116269027
min,r2,rbf,1,1,,-0.12467516953413313
min,pcc,rbf,1,1,,-0.1830155467957903
min,mse,rbf,10,1,,0.2945308414564883
min,r2,rbf,10,1,,-0.1249353314540845
min,pcc,rbf,10,1,,-0.16166422848165712
min,mse,rbf,100,1,,0.2945308414564883
min,r2,rbf,100,1,,-0.1249353314540845
min,pcc,rbf,100,1,,-0.16166422848165712
min,mse,rbf,1,10,,0.28208855987973336
min,r2,rbf,1,10,,-0.08364868114228549
min,pcc,rbf,1,10,,0.06616892933520505
min,mse,rbf,10,10,,0.28248658956390715
min,r2,rbf,10,10,,-0.08552574567096058
min,pcc,rbf,10,10,,0.06584669990472106
min,mse,rbf,100,10,,0.28248658956390715
min,r2,rbf,100,10,,-0.08552574567096058
min,pcc,rbf,100,10,,0.06584669990472106
avg,mse,linear,1,,,0.3624704791752917
avg,r2,linear,1,,,-0.34203734042980577
avg,pcc,linear,1,,,-0.08090546727085121
avg,mse,poly,1,,2,0.3387359362710227
avg,r2,poly,1,,2,-0.2791065799808844
avg,pcc,poly,1,,2,-0.10815264250012376
avg,mse,poly,10,,2,0.42773471680106817
avg,r2,poly,10,,2,-0.6253708673650619
avg,pcc,poly,10,,2,-0.042004125270833734
avg,mse,poly,100,,2,0.43440164082200716
avg,r2,poly,100,,2,-0.6566719952897572
avg,pcc,poly,100,,2,-0.02972016815350196
avg,mse,poly,1,,3,0.3383319948107284
avg,r2,poly,1,,3,-0.29736530651416804
avg,pcc,poly,1,,3,-0.14177126650025612
avg,mse,poly,10,,3,0.4046337772422535
avg,r2,poly,10,,3,-0.5580766830667174
avg,pcc,poly,10,,3,-0.0370109568122738
avg,mse,poly,100,,3,0.40731167626040465
avg,r2,poly,100,,3,-0.5709494682156604
avg,pcc,poly,100,,3,-0.02843530764369497
avg,mse,rbf,1,0.01,,0.2899857026990769
avg,r2,rbf,1,0.01,,-0.10574165311437693
avg,pcc,rbf,1,0.01,,-0.09650616738056059
avg,mse,rbf,10,0.01,,0.30568161214887124
avg,r2,rbf,10,0.01,,-0.147228185560314
avg,pcc,rbf,10,0.01,,-0.06017899957692996
avg,mse,rbf,100,0.01,,0.4061240524512365
avg,r2,rbf,100,0.01,,-0.5432699664938421
avg,pcc,rbf,100,0.01,,-0.09722208093769327
avg,mse,rbf,1,0.1,,0.3002623461106953
avg,r2,rbf,1,0.1,,-0.13269534347904233
avg,pcc,rbf,1,0.1,,-0.0758841318080065
avg,mse,rbf,10,0.1,,0.3888429031190844
avg,r2,rbf,10,0.1,,-0.4609882993589046
avg,pcc,rbf,10,0.1,,-0.08008101604279769
avg,mse,rbf,100,0.1,,0.4626298939104908
avg,r2,rbf,100,0.1,,-0.7088244805666928
avg,pcc,rbf,100,0.1,,-0.051823195191389324
avg,mse,rbf,1,1,,0.3213061303394378
avg,r2,rbf,1,1,,-0.22784182143086423
avg,pcc,rbf,1,1,,-0.14716756898878214
avg,mse,rbf,10,1,,0.35184371001111886
avg,r2,rbf,10,1,,-0.33553969119461213
avg,pcc,rbf,10,1,,-0.16092252421509678
avg,mse,rbf,100,1,,0.35184371001111886
avg,r2,rbf,100,1,,-0.33553969119461213
avg,pcc,rbf,100,1,,-0.16092252421509678
avg,mse,rbf,1,10,,0.2831498305896706
avg,r2,rbf,1,10,,-0.08713423088930661
avg,pcc,rbf,1,10,,-0.11599100200825758
avg,mse,rbf,10,10,,0.28372560132471414
avg,r2,rbf,10,10,,-0.08985563496767975
avg,pcc,rbf,10,10,,-0.13916847807871952
avg,mse,rbf,100,10,,0.28372560132471414
avg,r2,rbf,100,10,,-0.08985563496767975
avg,pcc,rbf,100,10,,-0.13916847807871952
conc,mse,linear,1,,,0.4201252602385255
conc,r2,linear,1,,,-0.6604537955485281
conc,pcc,linear,1,,,-0.20989024935845135
conc,mse,poly,1,,2,0.32087683160757896
conc,r2,poly,1,,2,-0.25148337584035
conc,pcc,poly,1,,2,-0.2434919906297517
conc,mse,poly,10,,2,0.3968117673201558
conc,r2,poly,10,,2,-0.584972686720536
conc,pcc,poly,10,,2,-0.2103417673170267
conc,mse,poly,100,,2,0.3968117673201558
conc,r2,poly,100,,2,-0.584972686720536
conc,pcc,poly,100,,2,-0.2103417673170267
conc,mse,poly,1,,3,0.3319325893334605
conc,r2,poly,1,,3,-0.32186105833807466
conc,pcc,poly,1,,3,-0.29068376924580935
conc,mse,poly,10,,3,0.39591127697999895
conc,r2,poly,10,,3,-0.6035010002256304
conc,pcc,poly,10,,3,-0.22294503216603415
conc,mse,poly,100,,3,0.39591127697999895
conc,r2,poly,100,,3,-0.6035010002256304
conc,pcc,poly,100,,3,-0.22294503216603415
conc,mse,rbf,1,0.01,,0.28861369436238765
conc,r2,rbf,1,0.01,,-0.10532544425624138
conc,pcc,rbf,1,0.01,,0.011155381376316992
conc,mse,rbf,10,0.01,,0.356651524773923
conc,r2,rbf,10,0.01,,-0.37648372408743425
conc,pcc,rbf,10,0.01,,-0.20279029320815206
conc,mse,rbf,100,0.01,,0.39466481692110866
conc,r2,rbf,100,0.01,,-0.5558536744457306
conc,pcc,rbf,100,0.01,,-0.1838507344931985
conc,mse,rbf,1,0.1,,0.3101187321270646
conc,r2,rbf,1,0.1,,-0.18958163573691905
conc,pcc,rbf,1,0.1,,-0.14222083453992504
conc,mse,rbf,10,0.1,,0.3292393774890476
conc,r2,rbf,10,0.1,,-0.27661742619511187
conc,pcc,rbf,10,0.1,,-0.13933088805180271
conc,mse,rbf,100,0.1,,0.3292393774890476
conc,r2,rbf,100,0.1,,-0.27661742619511187
conc,pcc,rbf,100,0.1,,-0.13933088805180271
conc,mse,rbf,1,1,,0.2824084518212252
conc,r2,rbf,1,1,,-0.08511233102960662
conc,pcc,rbf,1,1,,-0.02248697444038702
conc,mse,rbf,10,1,,0.282843258807089
conc,r2,rbf,10,1,,-0.08704677232833258
conc,pcc,rbf,10,1,,-0.03460861866183226
conc,mse,rbf,100,1,,0.282843258807089
conc,r2,rbf,100,1,,-0.08704677232833258
conc,pcc,rbf,100,1,,-0.03460861866183226
conc,mse,rbf,1,10,,0.28208855997418614
conc,r2,rbf,1,10,,-0.08364868160546512
conc,pcc,rbf,1,10,,nan
conc,mse,rbf,10,10,,0.28248658965716866
conc,r2,rbf,10,10,,-0.08552574613853539
conc,pcc,rbf,10,10,,nan
conc,mse,rbf,100,10,,0.28248658965716866
conc,r2,rbf,100,10,,-0.08552574613853539
conc,pcc,rbf,100,10,,nan
